[IDLEG] 0	24,8,8	MeshInstance3D	27.3x0.0x12.3	StreetIdShot/OrisonRoot/B1/B1_ceiling_plaster
[IDLEG] 0	40,8,8	MeshInstance3D	27.3x0.0x10.5	StreetIdShot/OrisonRoot/B1/B1_ceiling_plaster_stained
[IDLEG] 0	56,8,8	MeshInstance3D	6.5x0.0x10.0	StreetIdShot/OrisonRoot/B1/B1_ceiling_tin_ceiling
[IDLEG] 0	72,8,8	MeshInstance3D	6.5x0.0x3.5	StreetIdShot/OrisonRoot/B1/B1_floors_concrete
[IDLEG] 0	88,8,8	MeshInstance3D	6.5x0.0x10.0	StreetIdShot/OrisonRoot/B1/B1_floors_terrazzo
[IDLEG] 0	104,8,8	MeshInstance3D	0.7x0.0x0.6	StreetIdShot/OrisonRoot/B1/B1_furnish_bakelite
[IDLEG] 0	120,8,8	MeshInstance3D	17.8x1.2x16.3	StreetIdShot/OrisonRoot/B1/B1_furnish_bakelite_black
[IDLEG] 0	136,8,8	MeshInstance3D	0.8x1.5x0.2	StreetIdShot/OrisonRoot/B1/B1_furnish_book_brown
[IDLEG] 0	152,8,8	MeshInstance3D	0.8x1.5x0.2	StreetIdShot/OrisonRoot/B1/B1_furnish_book_burgundy
[IDLEG] 0	168,8,8	MeshInstance3D	0.4x1.6x0.2	StreetIdShot/OrisonRoot/B1/B1_furnish_book_green
[IDLEG] 0	184,8,8	MeshInstance3D	0.7x1.6x2.1	StreetIdShot/OrisonRoot/B1/B1_furnish_book_navy
[IDLEG] 0	200,8,8	MeshInstance3D	0.7x1.5x2.1	StreetIdShot/OrisonRoot/B1/B1_furnish_book_ochre
[IDLEG] 0	216,8,8	MeshInstance3D	0.8x1.5x2.1	StreetIdShot/OrisonRoot/B1/B1_furnish_book_teal
[IDLEG] 0	232,8,8	MeshInstance3D	6.8x3.3x5.0	StreetIdShot/OrisonRoot/B1/B1_furnish_brass
[IDLEG] 0	248,8,8	MeshInstance3D	16.8x0.1x16.2	StreetIdShot/OrisonRoot/B1/B1_furnish_brass_bright
[IDLEG] 0	8,24,8	MeshInstance3D	24.8x0.3x16.2	StreetIdShot/OrisonRoot/B1/B1_furnish_brass_dull
[IDLEG] 0	24,24,8	MeshInstance3D	0.1x0.1x0.1	StreetIdShot/OrisonRoot/B1/B1_furnish_ceramic
[IDLEG] 0	40,24,8	MeshInstance3D	0.0x0.0x0.2	StreetIdShot/OrisonRoot/B1/B1_furnish_enamel
[IDLEG] 0	56,24,8	MeshInstance3D	1.3x1.4x0.3	StreetIdShot/OrisonRoot/B1/B1_furnish_floor_oak
[IDLEG] 0	72,24,8	MeshInstance3D	26.9x23.0x17.8	StreetIdShot/OrisonRoot/B1/B1_furnish_metal
[IDLEG] 0	88,24,8	MeshInstance3D	0.1x0.1x0.6	StreetIdShot/OrisonRoot/B1/B1_furnish_milk_glass
[IDLEG] 0	104,24,8	MeshInstance3D	0.2x0.2x0.2	StreetIdShot/OrisonRoot/B1/B1_furnish_plant
[IDLEG] 0	120,24,8	MeshInstance3D	0.0x0.4x0.5	StreetIdShot/OrisonRoot/B1/B1_furnish_screen
[IDLEG] 0	136,24,8	MeshInstance3D	0.3x0.0x0.3	StreetIdShot/OrisonRoot/B1/B1_furnish_soil
[IDLEG] 0	152,24,8	MeshInstance3D	18.9x1.2x16.2	StreetIdShot/OrisonRoot/B1/B1_furnish_soot
[IDLEG] 0	168,24,8	MeshInstance3D	7.0x1.0x3.8	StreetIdShot/OrisonRoot/B1/B1_furnish_terracotta
[IDLEG] 0	184,24,8	MeshInstance3D	10.9x0.9x1.9	StreetIdShot/OrisonRoot/B1/B1_furnish_timber
[IDLEG] 0	200,24,8	MeshInstance3D	0.7x0.4x0.5	StreetIdShot/OrisonRoot/B1/B1_furnish_wood_dark
[IDLEG] 0	216,24,8	MeshInstance3D	1.0x1.5x7.7	StreetIdShot/OrisonRoot/B1/B1_furniture_brass
[IDLEG] 0	232,24,8	MeshInstance3D	0.3x0.4x0.3	StreetIdShot/OrisonRoot/B1/B1_furniture_ceramic
[IDLEG] 0	248,24,8	MeshInstance3D	24.9x2.3x10.0	StreetIdShot/OrisonRoot/B1/B1_furniture_common_brick
[IDLEG] 0	8,40,8	MeshInstance3D	2.9x3.0x2.7	StreetIdShot/OrisonRoot/B1/B1_furniture_concrete
[IDLEG] 0	24,40,8	MeshInstance3D	0.5x0.5x0.5	StreetIdShot/OrisonRoot/B1/B1_furniture_fabric_cool
[IDLEG] 0	40,40,8	MeshInstance3D	0.3x0.1x0.6	StreetIdShot/OrisonRoot/B1/B1_furniture_fabric_green
[IDLEG] 0	56,40,8	MeshInstance3D	0.6x0.1x0.4	StreetIdShot/OrisonRoot/B1/B1_furniture_fabric_warm
[IDLEG] 0	72,40,8	MeshInstance3D	1.6x0.1x1.3	StreetIdShot/OrisonRoot/B1/B1_furniture_floor_oak
[IDLEG] 0	88,40,8	MeshInstance3D	1.1x0.4x3.5	StreetIdShot/OrisonRoot/B1/B1_furniture_indicator_enamel
[IDLEG] 0	104,40,8	MeshInstance3D	9.6x0.5x4.2	StreetIdShot/OrisonRoot/B1/B1_furniture_linen
[IDLEG] 0	120,40,8	MeshInstance3D	27.1x2.9x21.5	StreetIdShot/OrisonRoot/B1/B1_furniture_metal
[IDLEG] 0	136,40,8	MeshInstance3D	0.7x0.3x0.0	StreetIdShot/OrisonRoot/B1/B1_furniture_paper
[IDLEG] 0	152,40,8	MeshInstance3D	2.5x0.0x2.5	StreetIdShot/OrisonRoot/B1/B1_furniture_rug_warm
[IDLEG] 0	168,40,8	MeshInstance3D	0.4x0.4x0.4	StreetIdShot/OrisonRoot/B1/B1_furniture_safety_orange
[IDLEG] 0	184,40,8	MeshInstance3D	26.9x0.3x9.9	StreetIdShot/OrisonRoot/B1/B1_furniture_timber
[IDLEG] 0	200,40,8	MeshInstance3D	22.7x2.5x15.8	StreetIdShot/OrisonRoot/B1/B1_furniture_trim
[IDLEG] 0	216,40,8	MeshInstance3D	8.5x0.5x9.4	StreetIdShot/OrisonRoot/B1/B1_furniture_wood_dark
[IDLEG] 0	232,40,8	MeshInstance3D	27.9x0.2x19.9	StreetIdShot/OrisonRoot/B1/B1_slabs
[IDLEG] 0	248,40,8	MeshInstance3D	6.3x2.8x2.9	StreetIdShot/OrisonRoot/B1/B1_stairs
[IDLEG] 0	8,56,8	MeshInstance3D	3.1x3.4x2.9	StreetIdShot/OrisonRoot/B1/B1_stairs_bal
[IDLEG] 0	24,56,8	MeshInstance3D	6.2x3.0x3.0	StreetIdShot/OrisonRoot/B1/B1_stairs_brass
[IDLEG] 0	40,56,8	MeshInstance3D	6.3x3.2x3.0	StreetIdShot/OrisonRoot/B1/B1_stairs_iron
[IDLEG] 0	56,56,8	MeshInstance3D	6.3x0.2x1.7	StreetIdShot/OrisonRoot/B1/B1_stairs_landing
[IDLEG] 0	72,56,8	MeshInstance3D	6.3x3.8x3.1	StreetIdShot/OrisonRoot/B1/B1_stairs_rail
[IDLEG] 0	88,56,8	MeshInstance3D	6.3x2.5x2.9	StreetIdShot/OrisonRoot/B1/B1_stairs_treads
[IDLEG] 0	104,56,8	MeshInstance3D	28.1x2.4x20.1	StreetIdShot/OrisonRoot/B1/B1_stone_trim
[IDLEG] 0	120,56,8	MeshInstance3D	27.3x2.9x19.3	StreetIdShot/OrisonRoot/B1/B1_trim
[IDLEG] 0	136,56,8	MeshInstance3D	10.9x1.2x19.3	StreetIdShot/OrisonRoot/B1/B1_wainscot_wainscot
[IDLEG] 0	152,56,8	MeshInstance3D	27.3x2.6x19.3	StreetIdShot/OrisonRoot/B1/B1_walls
[IDLEG] 0	168,56,8	MeshInstance3D	28.0x2.8x19.7	StreetIdShot/OrisonRoot/B1/B1_walls_cbrick
[IDLEG] 0	184,56,8	MeshInstance3D	2.3x2.6x2.3	StreetIdShot/OrisonRoot/B1/B1_walls_conc
[IDLEG] 0	200,56,8	MeshInstance3D	27.3x2.8x0.5	StreetIdShot/OrisonRoot/B1/B1_walls_fbrick
[IDLEG] 0	216,56,8	MultiMeshInstance3D	22.3x0.1x11.7	StreetIdShot/OrisonRoot/B1/B1_VantryPointBatch
[IDLEG] 0	232,56,8	MultiMeshInstance3D	5.9x2.6x0.1	StreetIdShot/OrisonRoot/B1/@MultiMeshInstance3D@282
[IDLEG] 0	248,56,8	MultiMeshInstance3D	0.1x3.1x0.2	StreetIdShot/OrisonRoot/B1/@MultiMeshInstance3D@283
[IDLEG] 0	8,72,8	MeshInstance3D	0.0x0.4x0.4	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/Screen
[IDLEG] 0	24,72,8	MeshInstance3D	0.0x0.1x0.6	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@956
[IDLEG] 0	40,72,8	MeshInstance3D	0.1x0.0x0.1	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@960
[IDLEG] 0	56,72,8	MeshInstance3D	0.0x0.0x0.0	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@961
[IDLEG] 0	72,72,8	MeshInstance3D	0.0x0.0x0.0	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@962
[IDLEG] 0	88,72,8	MeshInstance3D	0.0x0.0x0.0	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@963
[IDLEG] 0	104,72,8	MeshInstance3D	0.0x0.0x0.0	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@964
[IDLEG] 0	120,72,8	MeshInstance3D	0.0x0.0x0.0	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@965
[IDLEG] 0	136,72,8	MeshInstance3D	0.0x0.0x0.0	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@966
[IDLEG] 0	152,72,8	MeshInstance3D	0.0x0.0x0.0	StreetIdShot/OrisonRoot/B1/Arcade_b1_laundry_cab/@MeshInstance3D@967
